index,station_origin,station_destination,flows,population,jobs,distance
490,Aldgate,Ruislip Gardens,0,2886,167,26929.86649
491,Aldgate,Ruislip Manor,1,2886,408,27477.21318
492,Aldgate,Russell Square,7,2886,5172,4653.511306
493,Aldgate,Seven Sisters,2,2886,10191,10188.50895
494,Aldgate,Shepherd's Bush,2,2886,9890,11182.70538
495,Aldgate,Shepherd's Bush Market,3,2886,416,12944.44452
496,Aldgate,Sloane Square,6,2886,8229,7334.04566
497,Aldgate,Snaresbrook,0,2886,512,12767.52991
498,Aldgate,South Ealing,0,2886,670,19071.99103
499,Aldgate,South Harrow,0,2886,387,26337.17645
500,Aldgate,South Kensington,10,2886,15325,8507.268032
501,Aldgate,South Kenton,0,2886,261,20296.09827
502,Aldgate,South Ruislip,0,2886,289,26043.98077
503,Aldgate,South Wimbledon,0,2886,1361,15127.15713
504,Aldgate,South Woodford,0,2886,766,14083.35064
505,Aldgate,Southfields,0,2886,1351,16065.12816
506,Aldgate,Southgate,1,2886,874,17479.25552
507,Aldgate,Southwark,0,2886,10326,3421.994697
508,Aldgate,St. James's Park,15,2886,13339,5390.981051
509,Aldgate,St. John's Wood,1,2886,3982,8807.556714
510,Aldgate,St. Paul's,4,2886,13446,2286.442081
511,Aldgate,Stamford Brook,0,2886,784,14116.74535
512,Aldgate,Stanmore,4,2886,983,24745.38141
513,Aldgate,Stepney Green,0,2886,1879,3479.919034
514,Aldgate,Stockwell,0,2886,1623,6698.130243
515,Aldgate,Stonebridge Park,0,2886,729,16294.09819
516,Aldgate,Stratford,6,2886,55954,7314.192803
517,Aldgate,Sudbury Hill,0,2886,277,25194.55366
518,Aldgate,Sudbury Town,0,2886,218,23577.49704
519,Aldgate,Swiss Cottage,2,2886,2598,9777.497007
520,Aldgate,Temple,8,2886,6780,3426.713758
521,Aldgate,Tooting Bec,0,2886,1239,11693.30787
522,Aldgate,Tooting Broadway,1,2886,4506,12768.26931
523,Aldgate,Tottenham Court Road,14,2886,19126,4744.138648
524,Aldgate,Tottenham Hale,0,2886,3239,11342.04812
525,Aldgate,Totteridge & Whetstone,0,2886,287,18825.58852
526,Aldgate,Tower Hill,4,2886,8286,597.1867971
527,Aldgate,Tufnell Park,0,2886,557,8461.903413
528,Aldgate,Turnham Green,0,2886,1515,14721.50959
529,Aldgate,Turnpike Lane,2,2886,992,11709.6009
530,Aldgate,Upton Park,0,2886,1642,9606.053166
531,Aldgate,Uxbridge,29,2886,4316,33210.58646
532,Aldgate,Vauxhall,3,2886,16242,8204.985952
533,Aldgate,Victoria,5,2886,33251,6168.286647
534,Aldgate,Walthamstow Central,0,2886,5271,11104.24314
535,Aldgate,Wanstead,0,2886,419,12776.82984
536,Aldgate,Warren Street,0,2886,17309,5591.939154
537,Aldgate,Warwick Avenue,2,2886,1174,9424.724206
538,Aldgate,Waterloo,3,2886,23466,3979.871684
539,Aldgate,Watford,2,2886,961,36351.66851
540,Aldgate,Wembley Central,0,2886,1327,18012.19666
541,Aldgate,Wembley Park,40,2886,5759,17469.6378
542,Aldgate,West Acton,0,2886,488,17432.40508
543,Aldgate,West Brompton,0,2886,5859,10736.11192
544,Aldgate,West Finchley,0,2886,91,16402.01247
545,Aldgate,West Ham,0,2886,5487,7355.139029
546,Aldgate,West Hampstead,9,2886,5856,10958.99839
547,Aldgate,West Harrow,2,2886,122,23167.50731
548,Aldgate,West Kensington,0,2886,1345,11112.78802
549,Aldgate,West Ruislip,0,2886,194,29054.25969
550,Aldgate,Westbourne Park,6,2886,1347,10398.79902
551,Aldgate,Westminster,14,2886,15466,4830.231711
552,Aldgate,White City,2,2886,5966,12483.20647
553,Aldgate,Whitechapel,2,2886,17633,2399.75485
554,Aldgate,Willesden Green,5,2886,830,13159.67793
555,Aldgate,Willesden Junction,1,2886,4165,13654.91622
556,Aldgate,Wimbledon,0,2886,6295,19080.69019
557,Aldgate,Wood Green,4,2886,2146,12640.42653
558,Aldgate,Wood Lane,8,2886,1578,12418.18156
559,Aldgate,Woodford,0,2886,706,15795.30556
560,Aldgate,Woodside Park,0,2886,745,17348.48682
561,Aldgate East,Acton Town,2,3172,2202,17186.099
562,Aldgate East,Aldgate,0,3172,7782,1436.420782
563,Aldgate East,Alperton,0,3172,741,22159.18695
564,Aldgate East,Amersham,0,3172,256,45477.50736
565,Aldgate East,Angel,20,3172,8103,3774.127894
566,Aldgate East,Archway,4,3172,2193,9699.22141
567,Aldgate East,Arnos Grove,0,3172,748,15743.88882
568,Aldgate East,Arsenal,0,3172,315,7742.857107
569,Aldgate East,Baker Street,45,3172,14973,6912.408506
570,Aldgate East,Balham,2,3172,3814,10960.18963
571,Aldgate East,Bank and Monument,95,3172,78549,1678.964428
572,Aldgate East,Barbican,45,3172,9134,2107.241782
573,Aldgate East,Barking,15,3172,7004,11892.17314
574,Aldgate East,Barkingside,0,3172,262,17466.84992
575,Aldgate East,Barons Court,7,3172,2956,11915.56798
576,Aldgate East,Bayswater,0,3172,615,10563.38792
577,Aldgate East,Becontree,0,3172,456,15186.62552
578,Aldgate East,Belsize Park,2,3172,2255,8694.996733
579,Aldgate East,Bermondsey,0,3172,3172,4653.519337
580,Aldgate East,Bethnal Green,0,3172,4660,3374.157969
581,Aldgate East,Blackfriars,165,3172,10849,2916.720146
582,Aldgate East,Blackhorse Road,1,3172,2955,12907.08876
583,Aldgate East,Bond Street,39,3172,20967,6414.828706
584,Aldgate East,Borough,7,3172,3254,3080.286666
585,Aldgate East,Boston Manor,2,3172,892,20697.83565
586,Aldgate East,Bounds Green,0,3172,778,14389.64633
587,Aldgate East,Bow Road,16,3172,1193,3697.702795
588,Aldgate East,Brent Cross,0,3172,450,13773.81485
589,Aldgate East,Brixton,5,3172,5084,8526.914972
590,Aldgate East,Bromley-by-Bow,18,3172,1613,4706.472705
591,Aldgate East,Buckhurst Hill,0,3172,228,16692.49412
592,Aldgate East,Burnt Oak,1,3172,649,18366.35762
593,Aldgate East,Caledonian Road,3,3172,1803,6460.850528
594,Aldgate East,Camden Town,16,3172,6348,6663.118647
595,Aldgate East,Canada Water,0,3172,20443,3802.266972
596,Aldgate East,Canary Wharf,3,3172,58772,5127.998899
597,Aldgate East,Canning Town,5,3172,15428,7175.796382
598,Aldgate East,Cannon Street,85,3172,4698,2008.277144
599,Aldgate East,Canons Park,0,3172,526,23569.49382
600,Aldgate East,Chalk Farm,4,3172,1329,7656.895794
601,Aldgate East,Chancery Lane,9,3172,15391,3623.640465
602,Aldgate East,Charing Cross,1,3172,7016,4803.685768
603,Aldgate East,Chigwell,0,3172,148,17939.97428
604,Aldgate East,Chiswick Park,4,3172,1517,15913.92976
605,Aldgate East,Clapham Common,3,3172,2020,8535.2368
606,Aldgate East,Clapham North,2,3172,1238,7892.479309
607,Aldgate East,Clapham South,1,3172,1513,9787.555033
608,Aldgate East,Cockfosters,0,3172,262,20932.6606
609,Aldgate East,Colindale,2,3172,2081,17059.93557
610,Aldgate East,Colliers Wood,0,3172,865,14290.73618
611,Aldgate East,Covent Garden,3,3172,4355,4822.064749
612,Aldgate East,Dagenham East,2,3172,649,17894.05409
613,Aldgate East,Dagenham Heathway,2,3172,1108,16614.8263
614,Aldgate East,Debden,2,3172,865,20580.08562
615,Aldgate East,Dollis Hill,1,3172,847,14649.5692
616,Aldgate East,Ealing Broadway,3,3172,4846,19291.35443
617,Aldgate East,Ealing Common,0,3172,915,18212.72183
618,Aldgate East,Earl's Court,21,3172,6613,10410.76991
619,Aldgate East,East Acton,1,3172,1505,14682.43817
620,Aldgate East,East Finchley,0,3172,1253,13038.44686
621,Aldgate East,East Ham,14,3172,2062,9469.878211
622,Aldgate East,East Putney,9,3172,1877,14676.28725
623,Aldgate East,Eastcote,0,3172,364,26594.75601
624,Aldgate East,Edgware,0,3172,772,19884.4873
625,Aldgate East,Edgware Road,20,3172,6868,7947.248874
626,Aldgate East,Elephant & Castle,18,3172,6427,3901.426818
627,Aldgate East,Elm Park,0,3172,269,20189.84245
628,Aldgate East,Embankment,131,3172,10220,4463.354948
629,Aldgate East,Epping,0,3172,498,26527.68046
630,Aldgate East,Euston,13,3172,16800,5289.519837
631,Aldgate East,Euston Square,105,3172,8093,5465.628843
632,Aldgate East,Fairlop,0,3172,182,18635.57976
633,Aldgate East,Farringdon,140,3172,25592,2568.151725
634,Aldgate East,Finchley Central,4,3172,1921,15409.00341
635,Aldgate East,Finchley Road,1,3172,3417,10447.04575
636,Aldgate East,Finsbury Park,2,3172,6769,8515.6098
637,Aldgate East,Fulham Broadway,9,3172,4200,11920.92098
638,Aldgate East,Gants Hill,0,3172,601,13978.53838
639,Aldgate East,Gloucester Road,20,3172,5194,9500.648698
640,Aldgate East,Golders Green,1,3172,1871,12258.72574
641,Aldgate East,Goldhawk Road,4,3172,370,13627.51582
642,Aldgate East,Goodge Street,13,3172,6457,5630.658205
643,Aldgate East,Grange Hill,0,3172,76,19286.88701
644,Aldgate East,Great Portland Street,30,3172,6936,6085.589061
645,Aldgate East,Green Park,46,3172,26754,6153.120295
646,Aldgate East,Greenford,0,3172,1157,22143.57117
647,Aldgate East,Gunnersbury,14,3172,4775,16510.87478
648,Aldgate East,Hainault,0,3172,356,19514.26332
649,Aldgate East,Hammersmith,37,3172,18250,12809.40006
650,Aldgate East,Hampstead,2,3172,2010,9872.999837
651,Aldgate East,Hanger Lane,1,3172,1493,18317.25084
652,Aldgate East,Harlesden,2,3172,1668,15042.9313
653,Aldgate East,Harrow & Wealdstone,0,3172,1335,23707.52138
654,Aldgate East,Harrow-on-the-Hill,0,3172,3019,22169.4205
655,Aldgate East,Hatton Cross,3,3172,1219,29254.38635
656,Aldgate East,Heathrow Terminal 4,1,3172,693,31130.71905
657,Aldgate East,Heathrow Terminal 5,4,3172,975,34122.41578
658,Aldgate East,Heathrow Terminals 2 & 3,9,3172,2406,31667.1373
659,Aldgate East,Hendon Central,4,3172,1878,14907.42219
660,Aldgate East,High Barnet,0,3172,953,21662.0009
661,Aldgate East,High Street Kensington,10,3172,5427,10505.76748
662,Aldgate East,Highbury & Islington,0,3172,25385,7008.003172
663,Aldgate East,Highgate,1,3172,856,11289.42621
664,Aldgate East,Hillingdon,0,3172,318,31309.97322
665,Aldgate East,Holborn,50,3172,22346,4189.124178
666,Aldgate East,Holland Park,1,3172,2063,10513.07314
667,Aldgate East,Holloway Road,3,3172,1696,7076.147971
668,Aldgate East,Hornchurch,1,3172,451,21734.16966
669,Aldgate East,Hounslow Central,0,3172,708,24971.829
670,Aldgate East,Hounslow East,1,3172,843,24226.14462
671,Aldgate East,Hounslow West,1,3172,401,26450.91269
672,Aldgate East,Hyde Park Corner,2,3172,2410,6933.009595
673,Aldgate East,Kennington,2,3172,1161,4740.995208
674,Aldgate East,Kensal Green,0,3172,472,12546.44922
675,Aldgate East,Kensington,0,3172,2252,11957.46109
676,Aldgate East,Kentish Town,2,3172,3404,7941.08429
677,Aldgate East,Kew Gardens,1,3172,792,18291.1557
678,Aldgate East,Kilburn,1,3172,1953,12218.40189
679,Aldgate East,Kilburn Park,1,3172,823,11307.90018
680,Aldgate East,King's Cross St. Pancras,111,3172,33330,4426.150163
681,Aldgate East,Kingsbury,0,3172,1018,20630.19124
682,Aldgate East,Knightsbridge,12,3172,6821,7516.963184
683,Aldgate East,Ladbroke Grove,5,3172,2131,11448.52084
684,Aldgate East,Lambeth North,4,3172,1319,4795.607928
685,Aldgate East,Lancaster Gate,2,3172,1820,8316.867126
686,Aldgate East,Latimer Road,3,3172,1109,12108.10137
687,Aldgate East,Leicester Square,17,3172,8847,5187.596048
688,Aldgate East,Leyton,3,3172,1447,8009.114947
689,Aldgate East,Leytonstone,9,3172,1844,9672.958508
690,Aldgate East,Liverpool Street,47,3172,61122,965.8659667
691,Aldgate East,London Bridge,25,3172,29930,2565.692799
692,Aldgate East,Loughton,0,3172,655,18527.96853
693,Aldgate East,Maida Vale,1,3172,949,10456.11866
694,Aldgate East,Manor House,0,3172,1311,9631.723428
695,Aldgate East,Mansion House,80,3172,7815,2256.45585
696,Aldgate East,Marble Arch,7,3172,6145,7098.264941
697,Aldgate East,Marylebone,7,3172,4250,7450.706832
698,Aldgate East,Mile End,22,3172,3759,3072.77063
699,Aldgate East,Mill Hill East,0,3172,681,16931.20585
700,Aldgate East,Moorgate,65,3172,24574,1399.953415
701,Aldgate East,Morden,2,3172,1447,16902.45063
702,Aldgate East,Mornington Crescent,2,3172,2927,6072.908434
703,Aldgate East,Neasden,0,3172,732,15435.15221
704,Aldgate East,Newbury Park,0,3172,559,16336.2955
705,Aldgate East,North Acton,3,3172,3168,15862.95749
706,Aldgate East,North Ealing,0,3172,332,19137.13029
707,Aldgate East,North Greenwich,6,3172,6276,6957.78219
708,Aldgate East,North Harrow,0,3172,190,24149.04923
709,Aldgate East,North Wembley,1,3172,365,19604.13498
710,Aldgate East,Northfields,0,3172,864,19766.98351
711,Aldgate East,Northolt,0,3172,663,23962.03743
712,Aldgate East,Northwick Park,0,3172,1713,20866.28865
713,Aldgate East,Northwood,0,3172,1018,29412.12211
714,Aldgate East,Northwood Hills,0,3172,488,27825.45323
715,Aldgate East,Notting Hill Gate,0,3172,5490,9813.339678
716,Aldgate East,Oakwood,0,3172,423,19588.68226
717,Aldgate East,Old Street,7,3172,15897,2253.473134
718,Aldgate East,Osterley,1,3172,521,23258.64994
719,Aldgate East,Oval,7,3172,2544,5656.152892
720,Aldgate East,Oxford Circus,50,3172,44368,5860.488141
721,Aldgate East,Paddington,67,3172,20198,8735.88015
722,Aldgate East,Park Royal,3,3172,1552,20236.78874
723,Aldgate East,Parsons Green,7,3172,2711,12623.25931
724,Aldgate East,Perivale,0,3172,532,20547.13605
725,Aldgate East,Piccadilly Circus,61,3172,13641,5375.494208
726,Aldgate East,Pimlico,4,3172,5585,7810.211985
727,Aldgate East,Pinner,0,3172,292,25666.80464
728,Aldgate East,Plaistow,9,3172,1049,6848.553741
729,Aldgate East,Preston Road,0,3172,411,19133.15485
730,Aldgate East,Putney Bridge,12,3172,2494,13617.72166
731,Aldgate East,Queen's Park,1,3172,2167,11161.82356
732,Aldgate East,Queensbury,0,3172,439,21876.18647
733,Aldgate East,Queensway,3,3172,1882,9175.016747
734,Aldgate East,Ravenscourt Park,5,3172,1895,13649.50298
735,Aldgate East,Rayners Lane,0,3172,426,24775.40163
736,Aldgate East,Redbridge,0,3172,198,12520.79462
737,Aldgate East,Regent's Park,0,3172,3364,6838.538769
738,Aldgate East,Richmond,16,3172,5397,20459.31896
739,Aldgate East,Roding Valley,0,3172,84,15751.31491
740,Aldgate East,Royal Oak,3,3172,856,9673.176663
741,Aldgate East,Ruislip,0,3172,257,28399.88104
742,Aldgate East,Ruislip Manor,0,3172,408,27720.99506
743,Aldgate East,Russell Square,5,3172,5172,4895.558493
744,Aldgate East,Seven Sisters,1,3172,10191,10432.29083
745,Aldgate East,Shepherd's Bush,2,3172,9890,11424.75256
746,Aldgate East,Shepherd's Bush Market,3,3172,416,13188.2264
747,Aldgate East,Sloane Square,58,3172,8229,7576.092847
748,Aldgate East,Snaresbrook,2,3172,512,11331.10913
749,Aldgate East,South Ealing,2,3172,670,19314.03822
750,Aldgate East,South Harrow,0,3172,387,26580.95834
751,Aldgate East,South Kensington,79,3172,15325,8749.315219
752,Aldgate East,South Ruislip,0,3172,289,26286.02795
753,Aldgate East,South Wimbledon,2,3172,1361,15369.20432
754,Aldgate East,South Woodford,3,3172,766,12646.92986
755,Aldgate East,Southfields,3,3172,1351,16307.17535
756,Aldgate East,Southgate,0,3172,874,17723.0374
757,Aldgate East,Southwark,1,3172,10326,3664.041884
758,Aldgate East,St. James's Park,117,3172,13339,5633.028238
759,Aldgate East,St. John's Wood,2,3172,3982,9051.338599
760,Aldgate East,St. Paul's,4,3172,13446,2528.489269
761,Aldgate East,Stamford Brook,5,3172,784,14358.79254
762,Aldgate East,Stanmore,0,3172,983,24989.16329
763,Aldgate East,Stepney Green,38,3172,1879,2043.498252
764,Aldgate East,Stockwell,4,3172,1623,6940.17743
765,Aldgate East,Stonebridge Park,0,3172,729,16537.88008
766,Aldgate East,Stratford,82,3172,55954,5877.772021
767,Aldgate East,Sudbury Hill,0,3172,277,25436.60084
768,Aldgate East,Sudbury Town,0,3172,218,23819.54423
769,Aldgate East,Swiss Cottage,1,3172,2598,10021.27889
770,Aldgate East,Temple,195,3172,6780,3668.760945
771,Aldgate East,Theydon Bois,0,3172,98,23902.19677
772,Aldgate East,Tooting Bec,2,3172,1239,11935.35506
773,Aldgate East,Tooting Broadway,8,3172,4506,13010.3165
774,Aldgate East,Tottenham Court Road,45,3172,19126,4986.185835
775,Aldgate East,Tottenham Hale,0,3172,3239,11585.83
776,Aldgate East,Totteridge & Whetstone,0,3172,287,19069.3704
777,Aldgate East,Tower Hill,25,3172,8286,839.2339844
778,Aldgate East,Tufnell Park,0,3172,557,8705.685298
779,Aldgate East,Turnham Green,6,3172,1515,14963.55678
780,Aldgate East,Turnpike Lane,0,3172,992,11953.38279
781,Aldgate East,Upminster,0,3172,1132,24271.88177
782,Aldgate East,Upminster Bridge,0,3172,568,22961.09914
783,Aldgate East,Upney,1,3172,485,13259.46862
784,Aldgate East,Upton Park,12,3172,1642,8169.632384
785,Aldgate East,Uxbridge,0,3172,4316,33454.36835
786,Aldgate East,Vauxhall,19,3172,16242,8447.03314
787,Aldgate East,Victoria,31,3172,33251,6410.333834
788,Aldgate East,Walthamstow Central,0,3172,5271,11348.02502
789,Aldgate East,Wanstead,0,3172,419,11340.40906
790,Aldgate East,Warren Street,3,3172,17309,5835.721038
791,Aldgate East,Warwick Avenue,1,3172,1174,9668.50609
792,Aldgate East,Waterloo,49,3172,23466,4221.918872
793,Aldgate East,Watford,0,3172,961,36595.4504
794,Aldgate East,Wembley Central,0,3172,1327,18255.97854
795,Aldgate East,Wembley Park,1,3172,5759,17713.41968
796,Aldgate East,West Acton,0,3172,488,17674.45226
797,Aldgate East,West Brompton,11,3172,5859,10978.1591
798,Aldgate East,West Finchley,0,3172,91,16645.79436
799,Aldgate East,West Ham,13,3172,5487,5918.718248
800,Aldgate East,West Hampstead,4,3172,5856,11202.78028
801,Aldgate East,West Kensington,16,3172,1345,11354.83521
802,Aldgate East,West Ruislip,0,3172,194,29296.30688
803,Aldgate East,Westbourne Park,5,3172,1347,10642.58091
804,Aldgate East,Westminster,100,3172,15466,5072.278898
805,Aldgate East,White City,4,3172,5966,12725.25366
806,Aldgate East,Whitechapel,81,3172,17633,963.3340688
807,Aldgate East,Willesden Green,0,3172,830,13403.45982
808,Aldgate East,Willesden Junction,0,3172,4165,13898.69811
809,Aldgate East,Wimbledon,24,3172,6295,19322.73738
810,Aldgate East,Wimbledon Park,0,3172,596,17666.82512
811,Aldgate East,Wood Green,0,3172,2146,12884.20841
812,Aldgate East,Wood Lane,12,3172,1578,12661.96345
813,Aldgate East,Woodford,1,3172,706,14358.88478
814,Aldgate East,Woodside Park,1,3172,745,17592.2687
815,All Saints,Bank and Monument,93,740,78549,5917.717591
816,All Saints,Beckton,1,740,442,9302.664812
817,All Saints,Bow Church,74,740,925,1997.258036
818,All Saints,Canary Wharf,67,740,58772,1340.088733
819,All Saints,Canning Town,9,740,15428,3021.466205
820,All Saints,Crossharbour,4,740,1208,2940.050073
821,All Saints,Custom House,0,740,845,4617.398667
822,All Saints,Cutty Sark,13,740,1748,4757.473422
823,All Saints,Cyprus,1,740,850,7324.642655
824,All Saints,Deptford Bridge,10,740,840,6175.979765
825,All Saints,Devons Road,27,740,611,1358.772791
826,All Saints,East India,0,740,1522,1866.247706
827,All Saints,Elverson Road,1,740,226,6903.480215
828,All Saints,Gallions Reach,4,740,557,8066.416536
829,All Saints,Greenwich,4,740,1189,5391.115854
830,All Saints,Heron Quays,30,740,5975,1691.66072
831,All Saints,Island Gardens,5,740,691,3959.870884
832,All Saints,Langdon Park,25,740,1989,506.4239944
833,All Saints,Lewisham,21,740,2400,7467.026007
834,All Saints,Limehouse,4,740,2969,2408.112394
835,All Saints,London City Airport,1,740,1941,6569.987185
836,All Saints,Mudchute,2,740,302,3406.419875
837,All Saints,Pontoon Dock,5,740,1123,5428.637156
838,All Saints,Poplar,3,740,1301,751.9819427
839,All Saints,Pudding Mill Lane,6,740,431,3005.55233
840,All Saints,Royal Albert,0,740,684,6030.306029
841,All Saints,Royal Victoria,0,740,763,4011.055279
842,All Saints,Shadwell,18,740,7447,3600.616127
843,All Saints,South Quay,12,740,4591,2343.302569
844,All Saints,Stratford,258,740,55954,4142.585587
845,All Saints,Stratford International,9,740,1546,5463.653704
846,All Saints,Tower Gateway,16,740,3342,4877.919614
847,All Saints,West Ham,0,740,5487,4716.546951
848,All Saints,West India Quay,11,740,400,1012.844517
849,All Saints,Westferry,1,740,1250,1434.495387
850,All Saints,Woolwich Arsenal,5,740,4428,10027.83982
851,Alperton,Acton Town,95,1624,2202,4973.087944
852,Alperton,Aldgate East,3,1624,7932,22159.18695
853,Alperton,Amersham,0,1624,256,32482.50425
854,Alperton,Angel,4,1624,8103,20737.0606
855,Alperton,Arnos Grove,0,1624,748,30874.48053
856,Alperton,Arsenal,0,1624,315,22873.44882
